customer_tweet_id,customer_text,brand_tweet_id,brand_reply,created_at
136845,I was supposed to get my shipment ordered through prime today. The number you gave was invalid and i couldn't reach the agent in the 15 times I've called. The delivery hasnt happened finally,136844,I'm sorry to hear about delay in the delivery. Please reach out to our support team here: [URL] and we'll help you with your concern. ^HS,Thu Nov 23 17:30:31 +0000 2017
136850,hello I have ordered an 32 GB sd card from you guys.. but you delivered an defective product.. I want to return it.. you guys were asking for a replacement which I don't to.. please refund me the amount [URL],136848,I'm sorry that you received a defective item. Please note that we only have a replacement policy for SD cards. You refer to the link for more information: [URL] Appreciate your understanding. ^AM,Fri Nov 24 10:11:30 +0000 2017
136849,But I am currently in different location from my hometown.. Replacement of product will take much time to this present location but am leaving to my hometown tomorrow.. so I want the refund by which I can buy a new product..,136851,"I understand your concern regarding the refund for your order. We would like to help you, kindly contact our support team here: [URL] &amp; We'll have it checked. ^AR",Fri Nov 24 10:38:00 +0000 2017
136855,"War of the Worlds at O2 next November - page says tickets available, lets me add to basket then says nothing found",136853,I am sorry to hear this. Can you please reply to us with a link to the product page so we can look into this for you. ^GA,Fri Nov 24 10:11:30 +0000 2017
136854,"Thanks, here it is: [URL]",136856,"Hi there, have you tried using another browser? It may also be down to internet traffic if the problem still persists let us know.^HS",Fri Nov 24 10:44:53 +0000 2017
136857,Tried on another browser and got through! Thanks for your help #happycustomers,136858,Happy to hear it worked Beverly. Enjoy the show! ^BZ,Fri Nov 24 11:04:54 +0000 2017
136863,"Ici le prix black Friday à 292 marqué anciennement moins cher à 237.90 [URL] et ici la fiche produit de celui à 237.90. [URL] Pourquoi cette différence de prix, et pourquoi la remise du premier le rend plus cher que l'ancien prix (sur image)",136861,"Bonjour, le lien que vous nous avez envoyé, nous permet de consulter uniquement le pris à 237.90 euros.et c'est le prix le moins qui est proposé aujourd'hui. ^SB",Fri Nov 24 10:10:30 +0000 2017
136870,"Every time I ring I get assurances it will be delivered the following day to my designated safe space (back garden), but this never occurs.",136868,"I am sorry to hear that, Richard. We do encourage our driver to leave orders in our customers designated safe place, but we do leave this at their discretion.^SM",Fri Nov 24 10:10:00 +0000 2017
136869,"I do understand this but they have been delivering packages for over a year with no probs. One of my packages was ment to be delivered on 19th, but did not turn up. I gave instructions for it to be redlivered on 26th but these were no followed. Please get a UK manager to call me.",136871,We're unable to access your acc here. Get in touch here: [URL] and we'll be happy to help. ^RS,Fri Nov 24 10:27:29 +0000 2017
136875,"I'm using the app, but I just got the order to go through, so we're all good. Thanks!",136874,Glad to hear it. Enjoy!^PJ,Fri Nov 24 10:10:00 +0000 2017
136877,"Yes, it's right here: [URL]",136876,Are you using a browser or the app Jordan? ^KM,Fri Nov 24 10:02:24 +0000 2017
136879,Yes. I moved it to my cart but now it's telling me it's not available from the seller. Is this a glitch or does it mean it's sold out?,136878,It looks like it might be sold out. Could you provide a link to the product page?^PJ,Fri Nov 24 09:59:34 +0000 2017
136881,I am unable to order the PS4 Pro Destiny 2 bundle. Can you help out? I'm getting this error. [URL],136880,"Hi, have you tried clearing your browser's cookies/cache and restarting? ^TS",Fri Nov 24 09:55:00 +0000 2017
136884,It was expected this week between the 23rd-25th. It was delivered by Amazon Shipping. Thanks,136883,Thanks for that information. Have a look at this link as it may help locate the parcel:[URL] ^CR,Fri Nov 24 10:09:28 +0000 2017
136886,"Hello, I have not received a delivery even though it states it has been delivered! Please help!",136885,"I am sorry to hear this, James. What day was the item scheduled to be delivered? Who was the courier?^SM",Fri Nov 24 09:57:30 +0000 2017
136890,Vendido y enviado por amazon.,136892,"En este caso, por favor entra en contacto con nuestros compañeros de servicio al cliente en el siguiente link: [URL] ^NP",Fri Nov 24 10:52:08 +0000 2017
136895,"Thank you for this insight .... But still it doesn't change the fact that none that I know of, has ever won anything in these contests :(",136893,"We don't intend to let you down, ever. We would rather wish you the very best for the upcoming one. ^CB",Fri Nov 24 10:08:31 +0000 2017
136894,Would definitely drink to that the moment it happens :),136896,Fingers crossed for that :) ^SY,Fri Nov 24 10:39:00 +0000 2017
136901,"Hi there...this is getting ridiculous...I returned my item and asked you to send a replacement in proper packaging, and I've just received another one in the same paper bag. WHY DOES YOUR SYSTEM NOT WORK?!",136899,"Hi Georgie, sorry to hear about this. Did you select the ""ship item in an Amazon box"" option on the Delivery Options screen during checkout?^PJ",Fri Nov 24 10:07:25 +0000 2017
136900,"I didn’t, because I didn’t see it at all. How has it taken two complaints and two returns to learn about this feature? Terrible user and customer experience!",136902,Sorry this was not explained previously. For more information about this please click the following link: [URL],Fri Nov 24 10:23:30 +0000 2017
136908,i need to speak with you urgently!,136906,How can we help? ^MI,Fri Nov 24 10:07:00 +0000 2017
136914,Meine neue Fernbedienung von FireTVStick 2 funktioniert nicht. Bekomme sie nicht mit dem Stick gekoppelt. Gerät und Fernbedingung sind Neu! Bitte um Hilfe!,136913,"Mhm, komisch. Am besten mal schnell hier durchklingeln und prüfen lassen: [URL] ^AV",Fri Nov 24 10:06:39 +0000 2017
136920,"You will notice I have historically praised Amazon for their support, but today the support has been appauling. I spoke to a supervisor who told me I must not have raised my order in the right period.",136918,I'm sorry to hear about the poor experience. Without giving account / personal info can you tell me what the issue was? ^MI,Fri Nov 24 10:06:00 +0000 2017
136921,I can then send you the full information from my perspective.,136923,"We can't see your account or order details on social media. So that we can help, it might be better to contact us directly: [URL]",Fri Nov 24 10:25:29 +0000 2017
136925,"Your system is highly intuitive with the Black Friday sale. It told me I had to raise the order to gain the deal, I raised the order immediately. The order said the order included special orders and then the confirmation came through with the items at full price.",136928,"As we're unable to view your account via Twitter,pls use the previous link provided as we don't have a direct email address. ^KM",Fri Nov 24 10:39:00 +0000 2017
136929,"May I have a phone number instead, so that I can speak to someone helpful? I do not want to speak to the same help service I spoke to earlier. A call from a manager, rather than an unhelpful and rude supervisor would be so welcome.",136930,"The link provided above will take you to our contact us pages. All calls are processed through the same system. However, as we are a global company it is unlikely that you will speak to the same person again. ^MI",Fri Nov 24 10:55:31 +0000 2017
136919,I am so upset I have just cancelled the whole order. Have you an email address I can write to you at. This is the first time I have ever received bad service from Amazon. He even brought me to tears,136922,"Hi, really sorry to hear this. When you contacted us, can you advise what info you were given? Let us know. ^JC",Fri Nov 24 10:23:30 +0000 2017
136935,Happened to me too! What’s the point of prime anymore! My order took two days to process and then even when I upgraded to one day shipping it’s not here.,136933,"Hi, we try get the parcels delivered as soon as possible. With the huge increase in orders placed during Black Friday deals week, there can be some situations resulting in the parcel taking a little longer. You can check the tracking here: [URL]",Fri Nov 24 10:05:51 +0000 2017
136939,Have all of my 1 day delivery options been bumped to Monday delivery because of Black Friday?,136938,"I am sorry to hear this. We strive to offer you the best Black Friday Sales and Cyber Week Deals. During this time, deliveries may take slightly longer than usual. Please check the delivery date at checkout which provides our most accurate estimated delivery date. ^GA",Fri Nov 24 09:45:30 +0000 2017
136941,I had a word with them more then 10 times. They always say that they will make it soon. I dont know when that time will come its been almost 2 months.,136940,"Allow us to check this close and assist. Please share the required details, here: [URL] and we'll get back. ^YP",Fri Nov 24 10:05:00 +0000 2017
136949,O periodo mínimo de resposta do email é realmente 12h? Se for demorar tanto fica mais fácil comprar na @6951. ME AJUDA AI POW ~datena intensifies~,136950,"Guilherme, você pode entrar em contato conosco por telefone a partir das 9:00 da manhã no seguinte link: [URL]",Fri Nov 24 10:44:53 +0000 2017
136952,Quando chegar come to minha experiência!,136953,No momento que o Kindle chegar manda uma foto bem linda para gente! ❤️ ^AZ,Fri Nov 24 10:17:08 +0000 2017
136959,The account it's blocked! It's been over a week that we bought a laptop and still can't fix it...,136957,Sorry for that. Have you sent the documents as indicated in the e-mail that you received? ^ARC,Fri Nov 24 10:02:54 +0000 2017
136958,"Yes we have, 3 times, can I have a Service customer phone # to call? Or what should we do next?",136960,When have you sent the documents? You can join our CS using this link : [URL] ^ARC,Fri Nov 24 10:29:00 +0000 2017
136961,"Thursday 16 and yesterday, I can't access de account it's blocked.. [URL]",136962,"Hello Kevin, I am sorry for that. Did you receive an email ? ^SM",Fri Nov 24 11:12:32 +0000 2017
136963,"Yes the one in the first post, the one requesting a fax which I sent, we completed the loop..",136964,"Please send all the documents that our specialized department asked for, in order to unblock your account.^FT",Fri Nov 24 13:24:28 +0000 2017
136965,We did but we haven't received an answer that's why I communicated with you!,136966,Please be assured that the service in question will contact you by e-mail to inform you of the status of your account. ^ME,Fri Nov 24 14:30:37 +0000 2017
136971,But this has happened repeatedly for the last 4 weekend!?,136973,"Hi, I am sorry to hear that you have had unsuccessful delivery attempts. You can contact us directly and we can investigate for you: [URL]",Fri Nov 24 10:16:00 +0000 2017
136975,"Thanks for wasting my time and linking me to the US support page, i'm in the UK!!",136976,Apologies you were provided the incorrect link there Adam. You can get in touch here: [URL] ^TI,Fri Nov 24 11:48:58 +0000 2017
136979,Tells me the carrier but no address and I don't have time to go and collect it,136977,Sorry to hear the delivery issue you're having. Did the tracking update today to show it was available for collection?^ES,Fri Nov 24 10:02:00 +0000 2017
136978,"Yes when it was initially supposed to be delivered to my home address- I have work this whole weekend and throughout next week, I won't be able to go and collect it",136980,My apologies. Please get in touch: [URL] and we'll be happy to look into this with you. ^DC,Fri Nov 24 10:14:34 +0000 2017
136987,La même que celle sur la commande mardi 28 mais ce n’est qu’une date provisoire si j’ai bien compris donc ça peut arriver plus tard ou plus tôt mais dans ce cas là c’est pas du 1j ouvre,136989,"Si la date du 28 Novembre vous a été confirmée, c'est donc la date à laquelle vous serez livré. ^SM",Fri Nov 24 10:25:29 +0000 2017
136990,Ce qui n’est pas normal quand on a choisi la livraison en 24h,136991,"En raison d'une forte demande attendue pour le Black Friday et afin de tenir nos promesses de livraison, un délai d’une journée ouvrée supplémentaire a été ajouté à l’option de livraison en un jour ouvré. ^ARC",Fri Nov 24 12:34:00 +0000 2017
136992,Cela aurait pu être préciser au moment du paiement...,136993,"En effet, le délai de livraison est affiché automatiquement sur le récapitulatif de la commande avant sa validation. ^SB",Fri Nov 24 12:57:29 +0000 2017
136994,Le délai est affiche mais le fait qu’il y est 1j ouvre en plus non,136995,Cela veut dire que l'article que vous avez choisi n'est pas éligible à une livraison en 1 jour ouvré. ^SB,Fri Nov 24 13:22:00 +0000 2017
136998,Please can you confirm that these are suitable for HMRC’s perspective as a VAT invoice?,136996,That's the information we have been provided with. Let us know if you need further assistance. ^MI,Fri Nov 24 10:01:40 +0000 2017
136997,Well I mean that doesn’t answer my question but okay,136999,"Apologies Tom, if you contact us via: [URL] we can request that a Prime Now VAT invoice is sent to you suitable for HMRC.^TI",Fri Nov 24 10:14:34 +0000 2017
137001,How do you retrieve a VAT invoice from your prime now site?,137000,"Hey Tom! You can print the e-mail notification we send you, or you can take screenshots from the ""Your Orders"" page through the Prime now app. Hope this helps! ^JC.",Fri Nov 24 09:51:00 +0000 2017
137005,Shows 12th August covert is in June!,137007,We would like to check into this further for you. Can you please contact us directly using the link: [URL],Fri Nov 24 10:16:26 +0000 2017
137013,Danke. Unter dem Produktlink selbst ist die Festplatte nicht zu diesem Preis aufgeführt [URL],137011,"Das liegt daran, dass die Festplatte bereits leider über uns ausverkauft ist. :-( ^KM",Fri Nov 24 10:01:00 +0000 2017
137020,Great. I shall check that out. Thank you,137022,You're most welcome. You can purchase the best international brands during the Black Friday Deals Week from 24th to 27th November. #Happyshopping ^AR,Fri Nov 24 10:19:25 +0000 2017
137024,"I WAS looking at this (deal now run out): [URL] Delivering to central London. None of the Black Friday Deals I'm looking at are next day, all are Tuesday/Wednesday next week.",137026,"Sorry to hear that. Some deliveries are taking a little longer than usual, due to the busy time of year. More information here: [URL]",Fri Nov 24 10:44:25 +0000 2017
133663,I have received no mail in this regard. I want resolution. I am waiting since hell no of days. I am highly irritated.,137028,"In case, you aren't able to locate the email from our team, request you to resubmit the details in the link shared earlier by ^SF and we'll get back to you. ^KA",Fri Nov 24 09:59:34 +0000 2017
137029,Details have already been shared with you. It is only me who is suffering. I want genuine behavior. Show responsibility. :/,137030,Our team will respond to the emails within 6-12 hours. A correspondence from our team has been already sent to you here: [URL] kindly check and reply so that we can assist you accordingly. ^MN,Fri Nov 24 12:30:00 +0000 2017
137031,"It been hell number of hours waiting. I have been cheated. I paid approx 6k, shared all evidences,waited more than prescribed time as instructed and still this happening to me.",137032,I understand waiting could be tiresome. Kindly respond to the correspondence sent by our team with your insight for further assistance. ^GD,Mon Nov 27 14:13:00 +0000 2017
137033,I am constantly been made stupid. I have not received even a single mail till now. IS THIS THE REAL FACE OF AMAZON?,137034,Our team has responded to over email as a resolution. You may check here: [URL] Reply to the email for further assistance on it. ^RW,Tue Nov 28 06:50:28 +0000 2017
137036,what's with no Next Day delivery for Prime? If I order Friday morning I have to wait till Monday despite it saying one day delivery?,137035,"Hi, during this busy period of Black Friday, some deliveries may take slightly longer than usual. Apologies if this has caused any inconvenience. Please check out this link for more info: [URL] ^JC",Fri Nov 24 09:59:34 +0000 2017
137039,Oui ça part en sucette. Avec le Prime sur des produits envoyés par Amazon je n'arrive plus à être livré le lendemain que de temps en temps..,137037,"Bonjour Olivier, rencontrez-vous un problème avec une commande ? ^AR",Fri Nov 24 09:59:00 +0000 2017
137038,"Non.. Produit Prime commandé mardi et qui sera livré.. demain. Mais bon, c'est ce qui m'a été annoncé juste avant de commander. Sauf que j'avais filtré les produits éligibles au Prime ""1 jour ouvré""... Prime je vais arrêter.",137040,"Je vous comprends, mais j'aimerais bien savoir un petit détail. Votre commande était durant la Black friday week ou bien avant ? ^AR",Fri Nov 24 10:36:00 +0000 2017
137042,Mais ça arrive sans arrêt. Le Prime n'est plus livré le lendemain.. Sauf exceptions,137043,"Car durant la semaine du Blakc Friday, une journée de plus a été ajoutée aux livraison en 1 jour ouvré. ^AR",Fri Nov 24 10:41:40 +0000 2017
137044,"C'est moi ou c'est un échange de sourds des yeux ? Je me suis fait la même réflexion hier, 1 jour ouvré = 3 jours réels. J'en ai vérifié avec un calendrier. Comme les autres me soucis n'est pas le délai mais l'annonce, 1 jour ce n'est pas 3. Sinon ne pas l'annoncer.",137045,"En raison d'une forte demande attendue pour le Black Friday et afin de tenir nos promesses de livraison, un délai d’une journée ouvrée supplémentaire a été ajouté à l’option de livraison en un jour ouvré. ^ASZ",Fri Nov 24 13:18:40 +0000 2017
137057,Ok cool thanks 🙏🏻,137056,You're welcome. Have a great day 😊^CR,Fri Nov 24 09:58:31 +0000 2017
137059,I ordered things from amazon prime uk yesterday and I have been confirmed but the money hasn’t been withdrawn from my account? Is this normal as it’s my first time using amazon I’m confused,137058,"Congrats on your first Amazon order! 🎉 Just so you know, payment isn't taken until the order is dispatched. I hope this helps! ^KI",Fri Nov 24 09:50:00 +0000 2017
137060,"Oui cela peut se comprendre... par contre annoncer ""livré en 1 jour ouvré"" reste mensonger et ne correspond pas aux services de mon abonnement Prime. cc @146905",137061,"Navrée pour cela, en raison d'une forte demande attendue pour le Black Friday et afin de tenir nos promesses de livraison, un délai d’une journée ouvrée supplémentaire a été ajouté à l’option de livraison en un jour ouvré.",Fri Nov 24 10:34:31 +0000 2017
137062,"Donc service pas à la hauteur de la promesse et de l'abonnement payant ?Pourquoi continuer d'afficher ""livré en 1 jour ouvré"" si vous savez que c'est ""livré en 2 jours ouvrés"" ? cc @146905",137064,"Je comprends votre réaction et j'en suis désolée. ""livré en 1 jour ouvré"" est le mode de livraison, mais le délai de livraison est calculé en fonction de plusieurs critères comme expliqué précédemment. ^FA",Fri Nov 24 11:01:26 +0000 2017
137065,"Je ne vous cache pas que cette réponse est vraiment incroyable... Un mode de livraison qui annonce dans son intitulé un délai de livraison (""1 jour ouvré"") mais qui en fait ne veut rien dire cc @146905",137066,"Il s'agit d'une mesure exceptionnelle afin d'honorer la livraison des commandes du Black Friday, nos clients ont été informés de ce délai supplémentaire, nous vous remercions de votre compréhension. ^MA",Fri Nov 24 13:47:31 +0000 2017
137068,Et ça aussi c est surprenant : notification d’expédition ce jour... mais réception dans 4 jours ! Le colis vient des États Unis ? @146905 [URL],137069,"Bonjour, quel était le mode de livraison choisi pour cette commande ? ^AR",Fri Nov 24 15:41:28 +0000 2017
137071,Je suis Prime donc 1 jour ouvré. Cf messages précédents,137072,"Le prochain jour ouvré étant Lundi, la livraison se fera Mardi en ajoutant une journée ouvrée supplémentaire afin de tenir nos promesses de livraison au vu du Black Friday. Merci pour votre compréhension ^KD",Fri Nov 24 16:18:28 +0000 2017
137073,"En fait, vous ne regardez pas l’historique des échanges et l’objet de cet échange. Afficher « 1 jour ouvré » et livrer en 2 ou 3 jours est juste mensonger, peu importe les raisons. Ce n’est pas le service que j’attends vu le prix que je paie.",137076,Nous comprenons parfaitement votre mécontentement vis à vis de ce délai supplémentaire et vous prions de nous en excuser.,Fri Nov 24 17:21:29 +0000 2017
137086,I am not telling you to transfer to bank account. I am telling to you transfer order amount to original payment method If have paid from card then give to card. I have not used my order amount in Amazon.,137088,Please don’t provide your order details as we consider them to be personal information. Our page is visible to the public. 2/2^SC,Sat Nov 25 04:08:00 +0000 2017
137091,Anyone else a paying @AmazonHelp PRIME member who has suddenly lost 1-day delivery options because they have prioritised #BlackFriday vultures?,137090,"Hi Adam, during the busy Black Friday period, some deliveries may take slightly longer than usual. Please see your up-to-date delivery date at checkout, which provides our most accurate estimate of delivery date.^PJ",Fri Nov 24 09:56:06 +0000 2017
137094,Hey @119625 there’s something wrong with the app. Any idea what’s the issue? @115850 @AmazonHelp [URL],137093,Kindly connect with our support team here: [URL] and we'll get this checked for you. ^PB,Fri Nov 24 09:56:00 +0000 2017
137100,"Earlier the delivery date was 22 to 24 of November. Today is the day when it was supposed to deliver. But as you can see now the delivery date is pending, so, should I wait for infinity?? Yesterday you said wait till the date, the date is today and now new drama. #poorservice [URL]",137098,Allow our support team to investigate this. You can report this here: [URL] ^CB.,Fri Nov 24 09:55:32 +0000 2017
137099,"Being no 1 worldwide, and still aren't able to solve the issue of a customer. How sad! Been almost 20 days and waiting for my order to get delivered, had word with your call team and wrote an email as well. Will be counting how many more things need to be done to get my order.",137101,Apologies for the delay with the order. Please share your details in this link here: [URL] and we'll reach out to you with an update. ^KA,Fri Nov 24 11:43:00 +0000 2017
137102,Done with this. Nothing I've got.,137103,If you've sent us your details using the link provided above. Our team will look into it and will contact you accordingly. ^AM,Fri Nov 24 12:04:31 +0000 2017
137105,"Expecting date is 24 of November, hasn't been dispatched yet. How to expect it on time. Already waited for almost 20 days. Seriously, look into this. Being no 1 worldwide this is your responsibility to satisfy the needs of the customer. I'm not at all happy this time!! [URL]",137104,"I get your concern about the delivery. However, as mentioned earlier; kindly wait till the estimates as we dispatch and ship items as per the delivery date provided. Appreciate your understanding. Krishna | Amazon Customer Service",Thu Nov 23 11:11:24 +0000 2017
137110,I have sorted it now sorry. I was selecting the standard delivery instead of free delivery. Thank you,137109,Your welcome! If you need anything else then don't hesitate to let us know. ^KI,Fri Nov 24 09:54:00 +0000 2017
137114,how come my order has been delayed 3 TIMES in just a week? This has never happened to me before,137112,Apologies for the delay. What is the current status on the tracking? [URL],Fri Nov 24 09:53:00 +0000 2017
137113,"It says ""Preparing for shipment"" again, there was a delivery date before",137115,Can I ask have you received an email update with a reason for the delay and were you given a revised delivery date please? Please check your spam/junk folder it may have been directed here.^GA,Fri Nov 24 10:24:00 +0000 2017
137116,"I haven't received any email, there was a revised delivery date the first time it was delayed but not this time.",137117,I am sorry to hear this. Please reach out to us using the link below so we can investigate this for you: [URL],Fri Nov 24 10:43:57 +0000 2017
137118,Thank you.,137119,You're welcome! I hope our team were able help. ^HS,Fri Nov 24 11:19:29 +0000 2017
137123,"The link doesn’t work. Also, that’s not a date Gary has released officially.",137124,Hello Amy. Can I ask what message you are seeing when clicking on the link in the previous post? It seems to be working for me.^GA,Fri Nov 24 10:36:26 +0000 2017
137125,The ‘buy tickets’ button doesn’t work on mobile or desktop and I think the date is incorrect too [URL],137126,Please reach out to us directly here: [URL] and we can look into this further.^PK,Fri Nov 24 10:50:04 +0000 2017
137128,That doesn’t help fix your website that isn’t working!!,137129,Have your tried to put through another order through a browser and not the app? ^KM,Fri Nov 24 11:03:52 +0000 2017
137147,"one day delivery should mean one day delivery not order on Friday and get it on Monday, if that’s what it is it should be worded as one working day delivery.",137145,"Hi Stuart, have you checked if you have selected ""I am able to accept packages on Saturdays and Sundays"" If this is not selected, this is the reason why your order will be arriving Monday. Please check here via this link: [URL] ^JC",Fri Nov 24 09:50:00 +0000 2017
137146,I can’t see that option at all.,137148,"Hi, this would show when you are adding a delivery address to your account through the website. The option may not show when adding an address through the shopping app. ^ES",Fri Nov 24 10:14:34 +0000 2017
137149,I’ve found it but when I said I can accept packages at the weekend it still says one day delivery will be Monday,137151,"We strive to offer you the best Black Friday Sales. During this time, deliveries may take slightly longer than usual. The delivery date at checkout provides our most accurate estimated delivery date. ^GA",Fri Nov 24 10:27:29 +0000 2017
137152,My point though is it shouldn’t give the option for one day delivery if it can’t be honoured,137153,"Apologies Stuart, we aim to dispatch as soon as possible. During this busy period, some deliveries may take slightly longer than usual. ^BD",Fri Nov 24 10:42:31 +0000 2017
137155,Hi Just buy @132995 5T from @115850 using @3021 Debit card. But did not get the instant discount of INR 1500.00 Please help me out with this... [URL],137154,"Sorry about the trouble with your cash-back. Did you happen to reach out to us here: [URL] yet? If not, please do and we'll check this out for you. Do keep us posted with the link provided for further assistance. ^PB",Fri Nov 24 09:50:00 +0000 2017
137157,"The product was set to be available on the 22nd of November. As it was a pre-order there is no tracking information given, just an apology for having nothing in stock",137159,Apologies for the item being out of stock. We will do our best to source the item and update you via email. ^CR,Fri Nov 24 11:07:00 +0000 2017
137763,Pas de réponse ! Apparemment c’est normal comme pratique @6326,137765,"Est-ce que vous avez une idée si le prix affiché sur le site du constructeur (Gopro), est sous promotion ou non ? ^AR",Fri Nov 24 11:34:00 +0000 2017
138073,"I appreciate quick response and help from @AmazonHelp , Issue Resolved #happyCustomer",138072,We're glad to know. Keep us posted for any further concerns. ^YP,Fri Nov 24 10:42:31 +0000 2017
138075,I did Finally we have settled now for me sending a mail to @AmazonHelp Let's see how this goes further Thanks I'll keep posted,138074,Apologies for the trouble. Please drop your details here: [URL] we'll connect with you on this. ^RB,Tue Nov 21 13:52:00 +0000 2017
138077,I thank for promt reply But DIDNT GET SOLUTION TO MY PROBLEM,138076,Did you happen to use the secure link sent by our team? Do keep us posted we will assist you accordingly. ^MN,Tue Nov 21 13:30:34 +0000 2017
138079,There isn't any chat option visible Kindly request you to place a call ... Meanwhile @117013 @125519 please confirm your stand about service regarding this product...,138078,"Under tab 3: How would you like to contact us? You will see to the left ""chat"" and to the right ""phone"" and ""E-mail"". Kindly select chat and reach out to us and we will assist you further. (3/3)^HR",Sun Nov 19 04:59:30 +0000 2017
138081,It gets disconnected replying couldn't find your order Inspite of selecting order before requesting for a call @AmazonHelp @115850 @117013 @125519,138080,"That's odd! Kindly try contacting us via chat through the link provided earlier, we'll surely help you out. ^AP",Sun Nov 19 00:55:00 +0000 2017
138083,"I did visit @117013 @125519 service center for help, They denied for service, and claimed that the replace/ repair of this product will be handled by @115850 @115821 @AmazonHelp",138082,I understand your concern about your order. Please reach us from here: [URL] we'll check this and assist you further. ^SM,Sun Nov 19 00:40:00 +0000 2017
138088,Sold by Kmtom and fulfilled by Amazon. Baleaf 210D Oxford bike cover. But on website it now says Nov 29-Dec 4. My tweet was from phone msg.,138086,"Sounds like we're waiting for some to arrive. If it comes into the warehouse sooner than noted on the site, we'll e-mail you with an update. ^KI",Fri Nov 24 10:42:31 +0000 2017
138094,when will the Reputation albums be delivered?,138092,"Hi, what is the estimated delivery date given to you in your confirmation email?^MA",Fri Nov 24 10:41:40 +0000 2017
138093,The estimated date was today but now it says. ‘ Delivery date pending’,138095,"Sorry to hear that, have you received any emails in relation to the order? ^JJ",Fri Nov 24 14:33:30 +0000 2017
138098,Nothing. [URL],138099,I'd like to have a closer look at the issue. Please share your details in this link here: [URL] and we'll have this issue checked for you. ^KA,Fri Nov 24 15:50:00 +0000 2017
138102,Which section is the A-Z thing under?,138100,I've included the link here for you: [URL],Fri Nov 24 10:41:27 +0000 2017
138107,"so ""one day"" doesn't mean ""one day"" - can you clarify this before I cancel, cheers!",138104,"Hi, one day delivery is not from the time of order, it is from the time of dispatch. ^KK",Fri Nov 24 10:41:00 +0000 2017
138112,i enrolled for prime membership on March 2017( 1 year tenure). In October 2017 you discontinued my services on your own. when asked for reason your team states that i was due to our internal error. 500/- refunded. now get the new membership for 1000/-. Is it a scam???,138111,"I'm sorry for the experience with your prime membership, Sawan. Please share your details here: [URL] and we'll fix this for you. ^HS",Fri Nov 24 10:40:00 +0000 2017
138116,"IS THERE ANY MORAL VALUE LEFT WITH YOU??? WHY THERE IS NO ACTION ON MY COMPLAINT TILL NOW EVEN AFTER SENDING MANY EMAILS TO YOU, amazon india customer support and top management. A BIG SHAME!!!",138115,"I understand you had an unpleasant experience, Bhawesh. Could you please let us know what went wrong? We’ll fix it for you. ^SY",Fri Nov 24 10:39:00 +0000 2017
138136,"Talked to the bank they said everything was approved on their end. They released the money back to my account, so I called customer care to make sure everything was ok before I attempted payment again and was met with much confusion and left very frustrated. Part 2...",138134,Very sorry to hear that. Have we been able to ensure the gifts have processed for you? Have we confirmed the payment has gone through ? We certainly would like to help if possible. ^CR,Fri Nov 24 10:37:31 +0000 2017
138135,"I think she updated the payment, but when I asked when it would be charged to my account as nothing appears to have been charged yet, she proceeded to give me delivery date information.",138137,Really sorry about this. I'm afraid we don't have access to account details here on Twitter. ^KM,Fri Nov 24 10:59:55 +0000 2017
138138,That's ok. Just had to vent about the issue. Everything looks ok on the account from what I can see. I'll keep an eye and if I have any issues I shall contact support again. Thanks! 😀,138139,No worries at all :) Let us know if you need anything else!^MA,Fri Nov 24 11:15:30 +0000 2017
138146,"On en parle des commandes ""erreurs de prix"" que vous honorées pour certains mais pas pour d'autres ?",138144,"Bonjour, pourriez-vous m'expliquer davantage la situation s'il vous plaît? ^FA",Fri Nov 24 10:37:31 +0000 2017
138148,just seems odd I’m having to deal with the return delivery as it’s not easy to get a large package pick up from my house,138147,Hi Dave! Is the TV sold directly by Amazon or a seller? Is the replacement on its way?^CN,Fri Nov 24 10:37:00 +0000 2017
138151,"Ich habe eine Blu Ray bestellt, die kam auch an, aber ich sehe nirgends den 1€ Gutschein für Amazon Video, der laut Aktion dabeisein sollte. (nicht das erste Mal bei DVD/Blu Ray Kauf)",138149,Den siehst du auch nicht in deinem Konto. Er wird aber bei deiner nächsten Amazon Video Bestellung abgeozgen. ^AV,Fri Nov 24 10:36:26 +0000 2017
138150,Habe heute Spiderman Homecoming über Amazon Video ausgeliehen und kein Gutschein wurde mir abgezogen. Ich fühl mich ein wenig verarscht.,138152,Wir lassen das gerne prüfen. Bitte melde dich hierzu bei unserem Amazon Video Kundenservice über: [URL] Gruß ^MH,Sun Dec 03 16:03:32 +0000 2017
138154,Am I doing the right thing to get a replacement TV by having it returned? It turned up broken and I’m doing what the site says,138153,"Without providing us any personal information would you be able to elaborate a bit further, so we can assist?^SM",Fri Nov 24 10:36:26 +0000 2017
138163,Is the fire tv going to go on sale this weekend too?,138161,"You'll have to keep an eye on the website to see if the Fire TV is on sale, here's a link to our Black Friday deals: //www.amazon.com/Black-Friday/b?ie=UTF8&amp;node=384082011.^TI",Fri Nov 24 10:36:00 +0000 2017
138162,Ive been watching. The firestick is on sale now so was wondering. Need device for sons room and want to upgrade mine get the tv.,138164,We wouldn't have additional info if Fire TV will be on sale. Only Fire TV Stick is on sale at the moment. Keep an eye on the deals!^MA,Fri Nov 24 11:38:00 +0000 2017
138166,why never answer my question,138165,"Hey Steven, my apologies, how can I help?^TI",Fri Nov 24 10:29:00 +0000 2017
